id,hate
930040897668034561,no
930040825391861761,no
930040417567035392,yes
930040041799286784,no
930039823376830465,no
930038198151114758,no
930038048364158979,yes
930037446301048832,yes
930035779518201857,no
930035378173677568,no
930034722843054080,no
930033828931997696,yes
930032509668220928,yes
930032038744338432,no
930027543771697152,no
930026985778307073,yes
930025921997869057,no
930024896100536320,yes
930023274880348161,no
930022680811761664,yes
930022529124757505,no
930022199767064576,no
930017519246684160,no
930017508844888064,no
930017187238236160,yes
930016545421619200,yes
930016527390212096,no
930016005191020544,no
930015811208732672,yes
930014248054517760,yes
930013860869885954,yes
930010836957097984,yes
930010664541806592,yes
930010207597617153,yes
930008819110940672,no
930008681449697281,no
930007699059769344,no
930006273784975360,no
930005833886457856,no
930005405555724288,no
930004410054381569,no
930002813836496897,yes
930001531948224512,no
929998711547219968,no
929996367963066368,no
929993488812380161,yes
929992225915891713,yes
929992023960162304,no
929988775773724672,yes
929983835709886464,no
929982269506375680,no
929976142177632256,no
929970919304499200,yes
929969367084879872,yes
929969097999339521,no
929968538714066945,yes
929967772687314946,no
929967073714896898,no
929966612953948161,yes
929964247689388033,no
929964219239366656,no
929961060068659201,no
929960551748382720,yes
929957084996816896,yes
929951629117415426,no
929942943368204288,yes
929942381855739904,yes
929941697911574528,no
929939805122605056,no
929939577695072257,no
929936028068208640,yes
929933996674441219,no
929929707059105792,no
929928749226909697,no
929927465610465280,no
929921826607763456,yes
929903676801642496,yes
929899645161148416,no
929895822476697600,no
929886766991134720,yes
929868298375847936,no
929866364516368384,yes
929864129728401416,yes
929854336397701125,yes
929852745653411844,yes
929849810059956224,yes
929849368630489088,yes
929849204855525376,no
929848269907341313,no
929846497818095616,no
929845157532438528,yes
929839708687028228,no
929839230406332416,yes
929835999810727941,yes
929832154795859969,no
929830201504264194,yes
929826189845389312,yes
929825825645649920,yes
929825180888764416,yes
929825122474749952,yes
929825089411080192,yes
929824606432702464,yes
929821315443421184,yes
929821205481295872,no
929820889708924928,yes
929819938663141377,no
929818753491263489,no
929816154968862720,no
929814555148144641,yes
929812989737357313,no
929809515637297152,no
929809192411697154,no
929809160933445632,yes
929808602487033862,no
929808244360515586,no
929806737837821953,no
929804874899951618,no
929804647988113410,yes
929802328873553922,no
929801362027753474,yes
929800673759174656,no
929799777520414720,yes
929796829264441349,no
929796483779629058,no
929794753125810181,no
929793058790625280,no
929792747216818177,no
929791243147776001,no
929789886990815237,no
929789250148716544,yes
929788206404513793,no
929787802107203584,no
929787268532862976,yes
929786268925427713,no
929785374796337157,yes
929783231213383680,yes
929783105333932032,yes
929782933459697664,no
929782591993057280,no
929782034767269888,no
929780045727653890,yes
929779693477384192,no
929777928937893888,no
929777392595247104,no
929777171907915778,no
929776746882355200,yes
929775841906536448,no
929773883191853056,yes
929773759434842112,no
929772830287425539,no
929772548967075840,yes
929772088868659200,no
929771463015514112,yes
929771447144235008,no
929770667020603395,yes
929770466579042306,no
929770263343980544,yes
929769450483650560,no
929766824102780929,no
929766553754783744,no
929765454104682496,no
929765338467663873,no
929763779570741250,yes
929763053712887809,yes
929762084962930689,yes
929760268401479680,no
929759956622102528,no
929759718737932289,no
929756875637313537,no
929754566555525120,yes
929750873726685184,yes
929750497581465600,yes
929748911262195713,no
929748162440515590,no
929739463948947462,no
929733153714987008,no
929733050090393600,no
929732836915077120,no
929731799160377345,no
929728569856716806,no
929726721271660544,yes
929724762460483584,no
929722023118561281,yes
929721634289782784,no
929717113044066307,yes
929716414696566790,yes
929714473518206977,no
929714337136234496,no
929712758614122496,no
929712023012823040,yes
929710446449393664,yes
929709805421424640,no
929706177679765504,no
929702050908311553,yes
929700893523611651,no
929699053952122880,no
929697866934837248,yes
929695589167747072,no
929693982355050497,no
929693509287858181,yes
929693146921013249,no
929692988636323840,yes
929692712051322880,yes
929691370025115648,no
929689649227984896,no
929689289155375104,yes
929687321120735232,yes
929684499541217280,no
929683455805358082,no
929681215006871554,no
929680007605178369,no
929679001190354944,no
929678590727409664,no
929677714461732864,yes
929676173583552512,yes
929673913516417026,yes
929673464935567361,no
929669437439004673,no
929669344623321088,yes
929665181977804800,no
929664425518338048,no
929663857806716929,no
929663824986337280,no
929662328169222145,no
929662305721372673,no
929662200456859648,no
929661334781865989,no
929661329836773376,yes
929661325348954112,yes
929661171782873088,yes
929656563752685568,no
929656272579948546,no
929655962369249282,no
929655400303157249,no
929651259468115968,no
929651208184303617,yes
929650397182152704,no
929649686830571520,no
929648049332219904,yes
929646597482401792,yes
929645983461453824,no
929645579583361024,yes
929645516392198144,yes
929644447473831936,no
929644406335995904,yes
929638666867273730,no
929636534311112705,yes
929636483853619201,yes
929636217158864896,yes
929634498811179008,no
929634180895526912,no
929633282983120901,yes
929633244018040832,yes
929633145460281344,no
929631918890635265,no
929631386734120965,no
929628238036467712,no
929627835643387905,yes
929624986557480960,no
929621858554732544,yes
929621583106277376,yes
929614310908801024,yes
929613505627590656,no
929612510877159424,no
929612404496982016,no
929612324012527616,no
929611171061223424,no
929610517177438209,no
929608346214289408,no
929605265145679877,yes
929600115593154560,no
929599976036093952,no
929592402603470848,yes
929592084197081090,yes
929590272941490176,no
929590167232532480,no
929589654793474048,no
929589197224267778,yes
929587261007593472,yes
929583279224827905,no
929581925320273921,yes
929580002567446528,yes
929575522002259968,yes
929571580639932417,no
929568774755422208,yes
929564100023214081,yes
929562211261009920,no
929562141069373440,no
929559342633897991,no
929558371275100160,no
929558069234798592,no
929552671954165761,yes
929552086412480512,no
929552066040578050,no
929552049951227904,yes
929549789737504768,no
929542623836213253,no
929541672006045696,yes
929537844489662464,yes
929527155742117888,no
929516131433504768,yes
929508267482640384,yes
929500558771347462,yes
929497781772972032,yes
929494392188166145,no
929485233698824197,no
929484318891757568,yes
929484312206036992,no
929478985733562373,no
929477391524794368,no
929471831995764736,yes
929469476277547009,no
929468725811646464,yes
929465846736605184,no
929462260052918272,no
929459928552562688,no
929458907449315328,yes
929458878705696770,no
929457488344371201,no
929457123255357440,no
929451495954829312,yes
929451188793245697,no
929444145378107392,yes
929443297994690561,no
929440817529442304,yes
929440811573501952,no
929438266113380353,yes
929437792890970112,no
929437150957002752,no
929435767470018561,no
929435020875493376,yes
929431701322977280,no
929431694356000768,no
929427424194060288,no
929426994609229824,yes
929424573984133123,yes
929423303092998144,yes
929423292699676672,yes
929423034267652096,yes
929421661237137408,yes
929420564263063552,no
929420242929012737,yes
929417352244027392,no
929416378314121216,no
929415292643573761,no
929415139438354432,yes
929414230180319232,no
929412812430041088,no
929412351576674305,no
929412068993839104,no
929411691728732160,yes
929410726174879745,yes
929408859227246593,yes
929408515801862145,yes
929408397774086144,no
929408366736302080,yes
929406451478679553,no
929405409030496262,yes
929404427903135744,no
929404105788919808,yes
929402092657233920,no
929401080588496896,no
929399911333945344,yes
929398864553107458,no
929395540810444800,yes
929394958020370433,no
929394505182273536,yes
929392780396449792,no
929392568676339713,no
929391375371718656,no
929387375125585920,yes
929386733048860675,no
929386665940054017,no
929384789731397632,no
929382681829404672,no
929381384820535296,no
929380739455553536,yes
929378674922663937,yes
929378384613961728,no
929375253054349312,no
929373875082792960,yes
929373761635274754,no
929373219030732800,no
929372216474636288,no
930595801927180289,yes
930595722847772672,yes
930591099554582528,yes
930589943612821504,yes
930587595972718594,no
930585948756340736,yes
930585901700403200,yes
930585276795277313,yes
930581912439148546,no
930580586275762176,yes
930578878145458176,yes
930574764036513792,yes
930573964799131648,yes
930571786349174784,yes
930571122655092736,yes
930570681129013249,no
930570425716953088,yes
930566399495458816,no
930565845591486464,yes
930565390106808321,yes
930565270275592192,yes
930562503159025664,yes
930562007694274560,yes
930561097928716290,yes
930560999949848576,yes
930560891422199808,no
930559464545144834,yes
930557467775336448,no
930555482992979969,no
930554616659529728,yes
930548403318198273,yes
930547447717351425,no
930545209057751040,yes
930544697994547201,yes
930544636430446592,yes
930544076721737728,yes
930543804121202688,no
930542660405698560,yes
930541737331666945,yes
930541389405937671,yes
930539232866775040,no
930537312261373952,yes
930536505101123584,yes
930536274053787648,yes
930535822025285633,yes
930533927533596674,yes
930533383003885575,yes
930531548671172609,yes
930531382404796421,no
930531306508824576,yes
930531002354675712,no
930530953369407488,yes
930524940645863424,no
930522446347849733,yes
930521564583546881,yes
930521332386803718,yes
930521161502511110,yes
930520653517742081,yes
930518494105538561,yes
930516495309950976,no
930516093676019713,no
930515357286191110,no
930512847020417024,yes
930512484187934720,yes
930512237474799617,no
930511472643452928,yes
930511429022740481,no
930511103406243840,no
930510716121026560,no
930509973397950466,no
930508177665396736,no
930507008679215107,yes
930505957662175238,no
930505337458880517,yes
930504490897330177,no
930501990513303553,yes
930500555297951744,no
930498154461630464,yes
930497475458338816,no
930496382481436679,no
930495180276461569,no
930492312337244160,yes
930489667253948416,no
930487968783052802,yes
930486752694980609,no
930486249697239041,yes
930483986974908417,yes
930482855251234819,yes
930480732904050689,no
930479951777845253,yes
930478865704767488,no
930478754283081729,yes
930477652829462528,yes
930477640569454593,yes
930475724934348801,yes
930475063446507520,yes
930474790716166146,yes
930473316367904774,no
930472919804928000,no
930471188232622080,yes
930470863744446469,yes
930469179001536512,no
930468060259061760,no
930465403645636608,yes
930465304408403968,no
930464974840852480,yes
930464649111318535,yes
930463750402035713,yes
930462998866595840,no
930462650764578818,yes
930461529866162176,yes
930460788237709312,yes
930459666655703040,no
930457934605225984,no
930455617143222273,no
930454030366670848,no
930452312195305473,yes
930452139083812866,yes
930449057943883776,yes
930445469607743489,yes
930444991574478848,no
930442976274341890,no
930440657688244224,yes
930439280341733376,no
930438973901672448,no
930437937988333576,no
930437105356083201,yes
930436525741035521,no
930435637970374656,yes
930435560073674753,yes
930435232049836032,yes
930433531456708608,yes
930427353695752192,no
930426689183801344,yes
930426436263047169,yes
930426389177753600,yes
930425496323678209,yes
930425198272270337,yes
930424864107835392,yes
930423172050116608,yes
930422442362900480,yes
930421622942642176,yes
930419941941137409,yes
930418980313010176,yes
930414791923044352,yes
930414191369912320,yes
930411567937654784,yes
930410404186083328,yes
930409206141865985,no
930409094845956096,yes
930408747243134976,yes
930408655824084992,yes
930408028146491392,no
930407012177010689,yes
930406839031918593,no
930406734119698432,no
930406491839979522,yes
930406441516765184,yes
930405817630756866,yes
930405544623591426,no
930402998060240896,no
930402892791631872,yes
930402723907997696,no
930400181937410048,yes
930399965783953408,no
930399806761160704,no
930399733591535618,no
930399648182865921,yes
930399246641254401,yes
930393164103475201,no
930390664994582528,yes
930386866096001024,no
930386850765836288,yes
930383444227567617,yes
930382917532078081,no
930382496289710080,no
930381277794062336,no
930379535115317248,no
930377270065328128,no
930374365321093120,no
930373975544418304,yes
930373743851048961,yes
930371744053030913,yes
930364249993547776,no
930364179239849985,yes
930363958564999169,no
930357492302872577,no
930354676087820288,no
930354222947807232,yes
930348176707596288,yes
930347688545128448,no
930346903077904384,yes
930345579552616448,yes
930345389265444864,yes
930344958657212416,yes
930344615345033216,yes
930344553844039681,no
930344397815844864,yes
930344171482828800,yes
930344076091838466,yes
930343987696848896,no
930343233678430209,yes
930340612569747456,yes
930339034211274753,yes
930338743965421568,yes
930337115866615808,no
930333288119517184,no
930332342186598400,yes
930330431265763328,yes
930329738282971136,no
930329537136791553,yes
930327741471379456,yes
930324895837323264,no
930324109678006272,yes
930323232791638016,yes
930318166550511616,no
930316411607580672,no
930314812097269760,yes
930314217365934081,no
930314006396628992,yes
930313372448456704,no
930308009598779392,yes
930305259016196097,no
930302469279805440,yes
930300952644595712,yes
930288099833384961,no
930287101442248704,yes
930279562075926530,yes
930276690407952384,no
930276584803663872,yes
930269343593754624,no
930263299651919872,yes
930256645493534721,yes
930252470055469057,yes
930243813184102400,yes
930241809124675584,no
930241478030393349,yes
930240750905974785,no
930238991705702401,no
930237994933637122,yes
930236192473350144,yes
930235530142453760,yes
930234168939819008,yes
930233007138623488,no
930231864857645057,no
930229272324829184,yes
930227201785593856,yes
930225674937356289,no
930225596642316288,no
930224259552743424,yes
930220196769431559,yes
930219780262498304,no
930218724849868800,yes
930217226879275008,yes
930212556131663874,no
930212491199762432,no
930208606103805953,yes
930207182813106181,no
930205976237629440,yes
930204854630395904,yes
930204598257815552,yes
930204179548733442,yes
930203962925637632,yes
930203876107710464,no
930202113937956865,yes
930200751426670593,yes
930199565105496064,yes
930195887418200064,yes
930194656595505152,no
930194488932347904,no
930193959598530560,no
930193325524750342,no
930193176526311425,no
930193071576371200,no
930191142943109121,yes
930190618743119873,yes
930185731510763521,yes
930181847987998721,no
930179245401362432,no
930178586719539200,yes
930177424830160897,yes
930177334946291716,yes
930177270152663040,yes
930177225407770624,no
930177019501047809,yes
930176706886979584,no
930175497220378625,yes
930173660840808448,no
930173292924882945,yes
930172310153252864,yes
930172261927129089,yes
930171299078594560,no
930170975433449472,no
930170005244739584,yes
930169125489577986,yes
930168689323888645,yes
930168638048530438,yes
930167092418105346,yes
930165338259513346,no
930164729963741186,yes
930164243160293376,yes
930163283633598466,yes
930163191488884737,no
930163152892977154,no
930162820460793856,no
930162482102009856,no
930160152568848385,no
930159158170710018,yes
930157742479826949,yes
930157282813468673,yes
930155982998704128,no
930155824529453057,yes
930151528152920065,no
930151153018572800,no
930151058353029126,no
930151011972468737,yes
930150246419718145,yes
930149001965592577,yes
930148423927517184,no
930148405766000640,yes
930146369255419905,yes
930145476544008193,yes
930144763076120578,yes
930144367507132416,no
930144357017059328,no
930144333306695682,yes
930142455726510080,no
930142223877931009,no
930140908531699712,yes
930139902896992257,yes
930139599070007296,yes
930138522119430144,yes
930138307635372032,no
930137434691637248,no
930137063072174080,yes
930134714362617856,no
930132738405027840,yes
930132091060346880,no
930131631003787264,yes
930131422647595009,no
930131172298018816,yes
930130049486946304,no
930128887996133376,no
930126068157173763,yes
930124363558465537,no
930123534239780865,yes
930122918088052736,yes
930121945793945608,yes
930119839779344384,yes
930118790876188673,yes
930118762556256263,no
930118090372853760,no
930117843324194818,yes
930117667230507008,no
930116744341057537,yes
930115117336932352,yes
930113236971778048,yes
930111747087831040,yes
930108644301135872,no
930107597906210816,yes
930105925704097793,yes
930105780602327041,yes
930104633435066368,yes
930103108864225282,yes
930101167656439808,yes
930099774530969600,yes
930099284464214016,yes
930098277017468928,yes
930092760534790146,no
930092011788603392,no
930088149694517250,no
930086074860408832,yes
930083265314254849,no
930081843151556608,no
930080638882992128,no
930080301845540866,yes
930076763107020801,no
930075439900405760,yes
930072876048375810,yes
930070036206817280,yes
930069000297549824,yes
930068236246376448,yes
930068176657887232,yes
930066835965382656,yes
930063760613523457,no
930061773704753153,no
930060042962948096,no
930055742484287489,no
930053275768033286,yes
930052503881879552,yes
930048607801282560,yes
930046662395027456,no
930045129506816003,no
930044558183944192,no
930044445893984262,no
930043171836432385,yes
930042951501320192,yes
930042800711917568,no
930036910042566656,no
930034837205012480,yes
930031305777188865,no
930031242183094273,yes
930030052552691713,yes
930028703639330817,yes
930027497319751680,yes
930027345821528065,no
930027087892754433,no
930026841670406144,no
930024823442628608,no
930024816505180160,yes
930023357088661504,yes
930019957013991425,yes
930017296654962688,yes
930014145050791936,no
930013860869885954,yes
930012795055366144,yes
930012792077381632,yes
930008601095270400,yes
930006459097677824,yes
930005923829108736,no
930004571321090051,no
930002400286597120,no
930002299795144705,no
930001419628814341,no
930000586006810624,yes
930000448190283776,yes
929997062472699904,no
929996367963066368,no
929995234360086528,no
929990702297239552,yes
929990463288987648,yes
929990284036931585,no
929989266838519809,no
929988558772981760,no
929988328635723777,no
929987588324315137,no
929987322640203776,no
929987075411234817,no
929986583528435712,yes
929984383993483264,yes
929977707617837056,no
929976903934578688,yes
929976742156165120,no
929972670099279872,no
929970907401064448,no
929963418328629249,no
929963202795986944,yes
929961198824640514,yes
929960373259788288,yes
929955884012318725,no
929953244499070976,yes
929953187506900992,yes
929953151104552960,yes
929953118955212800,yes
929953086751363072,yes
929953052198662144,yes
929953021756354560,yes
929951044909531136,yes
929948202446581760,no
929948202392018944,no
929948201024663553,yes
929947875227983872,no
929945455504560129,no
929941976908263425,no
929940984577822720,yes
929934421217742848,yes
929927316892872704,no
929918373282107392,no
929917771676299264,yes
929917100818386944,yes
929915642240741376,no
929912817909731334,no
929904967695073280,no
929888469698187264,no
929886953977376769,yes
929884971099181061,no
929880936568819713,yes
929878675633340417,yes
929877708057858048,no
929876675785035776,yes
929876575603933184,yes
929875542924582912,no
929874343705960454,no
929858795211317248,yes
929856013615976449,no
929854738467782656,yes
929852814033129472,yes
929851486544244737,yes
929846213448486914,yes
929845657610915840,yes
929844180985221122,yes
929844110483185665,no
929842104108507136,yes
929841817599774721,yes
929840996350943232,no
929840896388030465,no
929840470506614784,yes
929839301025771520,yes
929839106577850368,no
929835035376672770,yes
929834694769864706,no
929834582974885889,yes
929834058489753600,yes
929833331440660480,yes
929832321838182400,no
929832086655111174,yes
929831845893722112,no
929829967365623808,yes
929829584618520577,yes
929828309508255745,no
929828228017147904,no
929827869928361984,no
929826439830089728,no
929826223802470400,no
929825631671549954,no
929823124673236992,yes
929822787505676294,yes
929822172394283008,no
929822041825562630,yes
929821455008837632,no
929821197335957504,no
929820926258171904,yes
929820618433974274,no
929820359548899329,yes
929818787347656705,yes
929818127206158336,yes
929817426304356356,no
929816932026548226,no
929816892625342464,yes
929815587248852993,no
929814604355637248,yes
929813842904911874,yes
929813480038834176,no
929812771352571904,yes
929812492804591616,no
929811952062418951,no
929811935725604866,no
929811841026613248,no
929811609660350464,yes
929808492017397762,yes
929808403739893760,yes
929806685320904704,yes
929805412282585089,yes
929805368552763392,yes
929805357748310017,yes
929805312307224576,yes
929805263963648000,yes
929802629571588103,yes
929801949599420417,yes
929801513555329025,yes
929800980669108231,no
929800602347036672,no
929799552298881024,no
929799547060150272,yes
929799535420956672,yes
929799386720342018,yes
929799081421029376,no
929798623952556032,yes
929798390833205248,yes
929797717026656258,no
929797582632685568,yes
929797569995161600,yes
929797372284145670,no
929796702504177665,yes
929796690109960195,yes
929796504579182597,yes
929796296650739713,yes
929796055188852737,yes
929795965418201088,yes
929795574999724032,yes
929795452123348992,yes
929793608575832066,no
929793125526265860,yes
929792623128334337,no
929791900911095808,yes
929791870858858496,yes
929791694983385088,yes
929791603945951234,no
929791574506131457,yes
929791344532426752,no
929789784041709568,yes
929789744048779264,no
929789575240863745,yes
929789214853607425,no
929789194448375809,no
929788811894239232,yes
929788798568943626,no
929788777177939970,yes
929788456942866432,yes
929788345986748417,yes
929787959414525952,yes
929787649350660096,no
929787176551841794,yes
929786949698801665,yes
929785752241758208,yes
929785384493600769,yes
929784893726449664,yes
929783818827059201,no
929783515486531584,no
929781187295539200,yes
929781000334430208,yes
929779862314913795,yes
929779364585021440,yes
929779120375988226,yes
929778603742629893,yes
929777812155846656,yes
929777287523897344,yes
929775674717548544,no
929774931830870017,yes
929773205354663939,yes
929773068729405445,no
929771745816477696,yes
929771121045622785,yes
929770664667631616,yes
929770416280952835,yes
929766225818746880,no
929765893961408514,no
929764984086810624,yes
929764591097274369,yes
929764396162797568,yes
929761976372297728,no
929761973851521032,no
929761219501875201,no
929760829469274112,yes
929760792676839425,yes
929758431233355776,no
929757959831375872,no
929757581781995520,no
929757222107779072,no
929756573643177984,yes
929754228087762946,no
929754147796213761,no
929752958178349057,yes
929752039776837633,no
929750938549661696,yes
929750317381685248,no
929748488463749121,no
929747947520225280,yes
929747068264042496,no
929746361242849280,yes
929743867179683840,yes
929742042426638337,yes
929741552737538052,yes
929741456495005696,no
929739898608812032,yes
929738694919098368,yes
929738296460226561,no
929735032108961793,yes
929733165530435586,yes
929733146094063617,yes
929732948185763840,yes
929732229399498754,yes
929731203309154304,no
929729177229635589,yes
929728782294020096,yes
929728166343692288,no
929728059154059270,yes
929727167415701505,yes
929724042235596801,yes
929722024628510723,no
929721928767729664,no
929720448253874177,yes
929718264774713344,no
929718258261024768,yes
929717835852632064,yes
929717808711241730,yes
929715859484004353,yes
929714781522726912,yes
929714269557592064,no
929713719080300546,yes
929712009490333696,yes
929711052467654656,no
929710872695414784,yes
929708296587612160,no
929707839924383745,yes
929706807362236416,yes
929706417916989442,yes
929705532797091841,no
929703372495687686,yes
929702484897132544,no
929701711425490946,no
929699852530978816,yes
929699739322454016,yes
929698428203958272,yes
929697194675974146,no
929696508345241600,no
929696470558695425,yes
929696022716211200,no
929695944475660288,yes
929695223831199744,yes
929691836456800258,no
929691228391821317,yes
929691219961278464,yes
929689386630942721,no
929688270270881792,yes
929687948517240832,yes
929685785938407424,yes
929684462509740033,yes
929682511671758848,yes
929680116107456512,no
929679867771199490,yes
929678426927173633,yes
929678406710636544,yes
929673685316833280,no
929672932674166784,yes
929672917285244928,yes
929671809192120325,yes
929671200229462018,yes
929671102984523776,yes
929670874311077888,yes
929670765187948544,yes
929670663572475904,yes
929670472316477440,yes
929668896717787139,yes
929668309821411328,yes
929667594696757248,no
929666524251648007,yes
929665805800890368,no
929663395242143744,yes
929662305721372673,no
929661073644453895,yes
929660942157217792,yes
929660595103764480,no
929660480431542272,yes
929658144527175682,yes
929656114316238850,yes
929655917368487936,yes
929654618677809152,yes
929652538034540545,no
929651533528125440,yes
929651078500618240,yes
929650918764707840,yes
929650118223069184,yes
929648577982410752,yes
929645340373942272,yes
929645192126320640,yes
929641495984050176,no
929640437278826496,yes
929640266344038403,yes
929639585319215104,yes
929637719449497600,yes
929636890722127872,yes
929636860430897152,yes
929636624304046080,yes
929635745068912640,yes
929635170520625153,no
929633885037658112,yes
929632663677362176,yes
929631698312196096,yes
929630642652016640,no
929630316771373056,yes
929627747349155840,no
929627327910248448,yes
929626129589207041,yes
929625152324800512,no
929624758689435648,yes
929624640409960448,yes
929620948822740992,yes
929620815389380609,yes
929620632970686464,yes
929620626175864832,yes
929620570152501248,yes
929620327877005312,no
929620320117575680,no
929620143440674816,no
929619779626913793,no
929613625127587840,yes
929612944882782208,no
929611711409213440,no
929610070895349760,no
929609518727737344,no
929609255753256960,yes
929608558181838848,no
929605379243290624,yes
929603864814407680,yes
929596662246453249,yes
929594459121242113,yes
929593928852090881,yes
929593375635931136,no
929587261007593472,yes
929587139863633925,yes
929586598941024256,no
929586136439316480,yes
929583046189355008,yes
929575535688249350,no
929575416091889664,yes
929575296046653440,yes
929573575400574976,yes
929569803001528321,yes
929564751411245056,no
929563295694061568,no
929554997599141889,yes
929554900211691521,no
929554768015568899,no
929554201172115456,no
929554153977864192,no
929553919554007040,yes
929553914403479552,no
929553445421506560,no
929545384011223040,yes
929545144151527424,yes
929545032767623168,yes
929540809703043072,no
929540254557786112,no
929535733349658624,yes
929533919728422912,yes
929528102522380288,yes
929524978323779587,no
929523691867615233,no
929519451166437382,yes
929514140724494336,yes
929509400234151936,yes
929503323111280645,yes
929501285140914176,no
929500194936324096,yes
929499955215167489,yes
929499769814339584,no
929498162527653888,yes
929496200885276673,yes
929495443775553537,yes
929493696101445632,yes
929490823506546689,no
929490473370124289,no
929489317080256513,no
929489287430705152,yes
929486623817064449,no
929485182729584640,yes
929478751301324800,no
929476333641588737,yes
929475417769168897,yes
929473078832390144,no
929471794746200064,yes
929470445140750336,no
929470125127946240,yes
929468891943899137,yes
929467367469481984,yes
929467212062167040,yes
929466862404079617,yes
929465919662731264,yes
929464925881360384,yes
929463612095287298,no
929462332589268992,yes
929460825479360512,yes
929458766482935809,yes
929458384616742918,yes
929458263522934785,yes
929456780844982273,no
929456086939258881,yes
929455373727264769,yes
929454524477079558,yes
929454368201506816,yes
929452434400989185,no
929450549359063041,no
929449522446692352,no
929449502716649473,yes
929449056946020353,yes
929449008510021632,yes
929446309370609664,no
929445660084133888,yes
929445449412595712,yes
929444652863950849,yes
929444051178475521,no
929443811197177861,yes
929443651264139264,yes
929443423328788480,no
929442107416301568,yes
929441837332525056,no
929441774531211264,no
929440211825823745,yes
929439995571654657,no
929436210233307137,no
929434340450357248,yes
929430176567627777,yes
929427973446479872,no
929427546118279168,yes
929427322297573377,no
929427093380722688,yes
929426891207069697,no
929426357729349633,yes
929424743090049024,no
929424342429167617,no
929420580629155840,yes
929420096019292160,no
929417834014355456,yes
929417463149875200,yes
929411648791760897,yes
929411567615201280,no
929410361769459717,yes
929410264419639297,yes
929409264854224897,yes
929409100252958720,yes
929408899932966914,no
929408639936409601,yes
929407180037677061,yes
929405804591177728,no
929404035278532608,yes
929403856731111424,yes
929402726315896832,yes
929401766495555585,yes
929401089908183044,yes
929400279547686912,no
929399793566265344,no
929398772374888448,yes
929398534885003264,no
929398328063877120,no
929397992146292737,yes
929397983594143745,yes
929396308842090498,yes
929395721589153793,no
929395536385409025,no
930663674825633793,no
930663625894842368,no
930663609339916290,no
930663529887207424,no
930663501118496768,no
930663419338022919,no
930663379777318912,no
930663354699603968,no
930663349540573185,no
930663283954208770,no
930663236185321472,no
930663235413569542,no
930663210625138690,no
930663187980193793,no
930663187552317440,no
930663183014080512,no
930663156262821894,no
930663110146486272,yes
930663084645126144,no
930663018823933953,no
930663008350679040,no
930663007658618880,no
930663003955056645,no
930662987605659649,no
930662970014814210,yes
930662956811112449,no
930662928713383936,no
930662903849672705,no
930662896631209984,no
930662886300454912,yes
930662884841066497,no
930662878541172736,no
930662850284179457,yes
930662848207912960,yes
930662831120371713,no
930662750493298698,no
930662737276997633,no
930662726711603200,no
930662714887766022,no
930662707552022533,no
930662634407497728,no
930662630578061317,yes
930662579109851137,no
930662578874875904,no
930662525816922112,no
930662520179822592,no
930662492061171712,no
930662482850537474,yes
930662464785731584,no
930662457055596547,no
930662451628081152,no
930662443268833281,no
930662434842570753,no
930662414474936322,no
930662348079149056,no
930662187311484929,no
930662175009595392,no
930662121637019648,yes
930662115744067585,no
930662098069278721,no
930662069355139076,no
930662047301369857,no
930662036165492736,no
930662027206582273,yes
930662002665689091,no
930661992595107840,no
930661945350475776,no
930661929361788928,no
930661928246050816,yes
930661922629931013,no
930661918225911808,no
930661914962812929,no
930661873954979840,no
930661820402163712,no
930661814320422912,no
930661791809654784,no
930661785522397184,no
930661744967634944,no
930661744762085377,no
930661744711733249,no
930661744694976512,no
930661744019738625,no
930661724763709441,no
930661691863584769,no
930661683323920385,no
930661674968809472,no
930661672552890368,no
930661650801283074,no
930661647009579008,no
930661633818529792,no
930661630605774848,no
930661546136612865,no
930661528713523200,no
930661466880999424,no
930661441010585606,yes
930661426179559424,no
930661413491703809,yes
930661374757429249,yes
930661369304764417,no
930661323448479746,yes
930661293408817153,no
930661252870934528,no
930661231211548672,no
930661226589425665,yes
930661216078442496,no
930661153402998784,no
930661141537320960,yes
930661073539256320,yes
930661072679395328,yes
930661044946722816,no
930660980769611776,no
930660948200902657,no
930660903523180545,no
930660899601469441,no
930660895138766848,no
930660892974440448,no
930660879040958467,no
930660847613042689,yes
930660838226132994,no
930660809608482818,no
930660774497935362,yes
930660760329555969,no
930660751706116097,yes
930660731569176577,no
930660632600498177,no
930660567643193344,no
930660492737241088,no
930660442535579648,no
930660421975060480,yes
930660383412568064,no
930660361392525313,no
930660351653314560,no
930660322356154369,yes
930660287182667776,no
930660191133163520,no
930660182526488576,no
930660158296002560,yes
930660095528226816,yes
930660091128410112,no
930660078398656512,no
930660062082818048,yes
930660033314148355,yes
930660027790233602,no
930659974564499456,no
930659967937536000,no
930659957019676672,yes
930659937558188032,no
930659823305314310,no
930659823229816832,no
930659822911049728,yes
930659781815291906,no
930659764941582336,no
930659762135543808,no
930659749422616576,no
930659680162021376,no
930659589862952962,no
930659555419344899,no
930659530568060930,no
930659494249582592,no
930659494174117889,no
930659450188369925,no
930659431376924673,no
930659410673852416,no
930659400058097664,no
930659396710993920,no
930659355233542144,no
930659348900204544,no
930659308546772994,no
930659262002581510,no
930659257061699584,yes
930659241928609794,no
930659231853924358,no
930659227718307840,no
930659219401003013,no
930659210123268097,no
930659205945659392,yes
930659190598717440,no
